title,label
媒體才是黑社會最大的幫手,1
一堆政治文🤷‍♀️,1
準備獨裁化的蔡英文,1
促統言論打臉,1
誰說謀沙警察必定判死刑的?,1
日本醫學界也有許多關於新冠實驗疫苗的被害報告,1
外交部長下台，應該就能滿足了吧？,1
喜德版網紅之戰,1
當初「反黑箱」的學運份子給我滾出來,1
宜蘭看板大戰,1
成功讓麥當勞起死回生,1
崩潰仔,1
薛丁格的3+11會議紀錄，阿中的多元宇宙比奇異博士精采太多了吧！！,1
很生氣的話都怎麼發洩,1
請問有人知道她是誰嘛？,1
台南殺警,1
一刷就斷,1
陳偉捷真的很倒霉🤣🤣,1
〈攝理教〉真．一載二載半載,1
捏爆倉鼠？,1
Line大頭照,1
表哥離婚後向我道歉,1
在路邊看到包裹,1
 電腦高手請進,1
化妝很重要嗎,1
莫名形成努力的自卑女,1
人心真的看透了,1
如果不是餐廳內用 可以這樣？,1
自X股份有限公司,1
好聽的歌,1
朋友很北爛,1
現在講話好難,1
我的弟弟,1
要怎麼擴展認識異性的機會,1
對政府感到失望😡,1
笑一下拍照囉,1
自己get不到自己的長相....,1
抽卡,1
上班上到....,1
真的是笑著的嗎,1
臺灣判決執行力軟趴趴，死刑犯不處決留著啃公帑,1
婆婆害我的狗跛腳...,1
如何接受家人往生後想捐贈大體,1
不要了,1
 柬埔寨皮皮 bumpbro 澄清內幕,1
詢問 台南調整身體中醫,1
用自以為對別人好的方式對別人只是為了滿足自己而已,1
家人住院腹瀉不止,1
我好難受,1
我捐卵了,1
辦學貸時被誣賴,1
我只是,1
都在躺,1
人生好難,1
有這樣的家人心情能好才怪,1
在兩個禮拜就要開學了,1
美仔,1
吉娃娃,1
我早就說過沒問題了吧,1
朋友佔有慾太強怎麼辦,1
近20年，6起重大殺警案。,1
樹林太順駕訓班櫃檯人員態度很爛,1
關於想死的疑問,1
近20年，6起重大殺警案。,1
貝兒別鬧了-3,1
家人一直拿我跟妹妹比較,1
小心遊戲裡被騙個資,1
人夫,1
活著是為了繼續感受不快樂,1
我喜歡上閨蜜的前男友,1
對於男生檢討受害者的一些疑問,1
不敢自己一個人,1
特發性滴狀黑色素減少症,1
大樓廁所刺鼻味道,1
畢業第二年國考生的矛盾,1
把鼻馬咪☺️,1
迎新練習抱怨,1
下一季，原子少年，等著我,1
羨慕可以靠身體賺錢的女生,1
鄰居說要弄死我們家,1
蝦皮到底還有什麼沒在賣( ･᷄ὢ･᷅ ),1
抖音直播主喜歡「上」有女友的男生,1
跨越階級的故事,1
男友家人看不起我,1
謝謝,1
給柴山的猴子們,1
夢到自己去禮儀社當工作人員,1
好想體驗看看做愛,1
交友軟體認識的異性膩了,1
想知道雲林年輕女生多嗎？,1
很自私嗎,1
對「性」無知的我很困擾,1
窮的階級複製-沮喪、茫然,1
一個人,1
台灣的警察什麼都不是,1
娛樂消費如何才能消的心安理得？,1
今天上班，車上人蠻多的，還好我有位置.,1
只是太無辜地罹難,1
一念成禍,1
台灣的媒體是不是跟軟體工程師一樣好做呀?,1
Ig頭貼,1
同事亂開我的抽屜還不關?,1
我要不要當她律師,1
妹妹確診不隔離😔,1
大三才開始的社交有救？,1
所以我是不能回應自己的文章是不是^_^,1
屬龍的一定要參加喪禮,1
腦洞大開的夢,1
限動發文抱怨事情 被朋友告,1
高鐵學生票的驗票規則也太過分了,1
大家的愛寵千萬不要遇到她,1
找人聊天,1
健腦食物排行,1
上學跟工作哪一個比較重要,1
20201005,1
20220822,1
想問男生,1
只要愛對一次就夠,1
大家好,1
我好痛苦,1
跟獅子女告白失敗 求解,1
整個8月都被我哭爛,1
再一次機會,1
19歲那年，我做了別人的小三,1
女生摸男生喉結,1
25歲以上還被管的舉手,1
怎麼調適男友追蹤很多肉帳心情,1
老公為了表嫂要公審我,1
我要準備放手了,1
爸爸劈腿越南人,1
憑什麼不能碰兄弟前女友？,1
巨蟹女的感情心態（長文）,1
終於睡著ㄌ嗚嗚嗚ʕु-̫͡-ʔु”♬,1
情侶的高敏感人格自我檢測,1
另一半沒朋友選擇跟我分手,1
情侶在一起一定要有性生活嗎,1
最近有件事情困擾著我,1
覺得很絕望,1
 男友總是嫌棄我,1
能夠接受好友和自己的前任在一起嗎？,1
#遠距離 的抉擇,1
好好說再見，可以嗎？,1
十週年紀念禮物該送什麼！,1
每次跟女朋友吵架，她總是會提前任！,1
比我還矮還醜的人：印度山姆先生,1
飢渴的前任,1
哭泣的女朋友,1
男友做事不穩重,1
交友軟體很瞎的事,1
#問 十年感情未開花 一年相處定終身,1
被刪除也是一種在意(⸝⸝ ˇωˇ ),1
到底要不要主動,1
因為愛情改變了一個人,1
交友軟體謹慎玩,1
拜月老問的對象,1
當男孩說祝福妳...,1
分手第一次挽回也是最後一次,1
其實都是有跡象的,1
分手後 另一半好友的社交帳號,1
請益各位廣大的男性同胞們,1
會問女生的15個問題,1
怎麼分辨男友愛不愛我,1
好羨慕女人,1
留學生的小小暈船,1
男友只會哭哭,1
大家分手後斷聯的方式,1
內褲有牙印,1
本來我也是像三八狗一樣,1
男友親戚負債累累 想要借錢,1
婚前協議書問題,1
和曖昧男生出去兩天一夜,1
分手後找不到動力,1
交友軟體大開條件的人,1
無性生活的感情,1
林中之光,1
喜歡上前男友的朋友,1
男生曖昧後會想做回朋友？,1
一個月見幾次面算少,1
與前女友的差距,1
男友說喜歡拆禮物的感覺？,1
男友太粗 一直進不去,1
更) Dcard緣分配對活動,1
遇到最好的卻不想還定下來,1
急 在線等 男女生朋友一起住一個禮拜會發生關係嗎我,1
該交往嗎？,1
女友要求家事AA,1
如何和不熟的男生拉進關係,1
該放棄嗎,1
會ㄧ直很在意喜歡的人有沒有看我IG,1
女友說我的手像挖土機,1
會講女朋友的壞話,1
女友不愛洗澡是正常的嗎？,1
男生被女生告白,1
可以當作自己是母胎嗎？,1
有沒有想認識的異性朋友,1
好想要開名車,1
跟男友要禮物會很過分嗎？,1
拜四面佛請益,1
現在人 真的普遍不怕無套嗎,1
要主動找他出去玩嗎,1
男生個性都這樣嗎,1
想追的女生不會主動聯繫我,1
很羨慕我姐姐,1
女友家境不錯，導致沒有儲蓄觀念及未來思考，我該怎麼辦...,1
怎樣令雙魚男友在乎我多一點,1
想問女友的心態,1
為什麼最後走在一起的人都不會是最愛的人,1
同居後睡眠品質越來越差⋯,1
關於放下的問題,1
大骨架女生的交友困擾,1
00 聲聲慢 缺2男,1
如何改善失眠？,1
星巴克買一送一可以先請店員先做一杯喝完再讓他做另一杯嗎,1
微信註冊,1
台北一日遊,1
關於ban體香膏,1
殺警案陰謀論,1
養到不行的小屁屁眼睛,1
只有新竹市婦幼車位不用停車證？,1
寒冬將至 CNN：歐洲支持烏克蘭決心將備受考驗,1
繼同居看法起源的故事,1
方向感不好的路癡最怕遇到的事,1
不做夢是什麼感覺？,1
台南殺警案，用槍與否只是冰山一角,1
求救！她是誰！,1
有關被騙到柬埔寨,1
是不是愛喝奶茶的都是正妹～？,1
想請問大家 🙏🏻,1
外籍看護,1
英格蘭和威爾斯刑事律師投票 決定9/5起無限期罷工,1
熊貓讓我等了一個多小時,1
四川停電好可憐喔😔😏,1
職場晚輩的鳥事,1
流浪貓狗正傷害台灣環境,1
#求 犀牛盾八月生日折扣碼,1
憂鬱症發作？,1
顳顎關節疼痛,1
會聽街頭藝人唱歌嗎,1
詢問男友到底在思考什麼🙂,1
非常不知如何是好⋯⋯,1
［求解］陌生人告白為什麼不直接拒絕，為什麼要報警？,1
民進黨政府真的是爛到無可救藥,1
好市多會員,1
手機送修還是買新的,1
有人熊貓系統也爆了嗎,1
殺警犯終於落網了，那網路法官要登場了嗎？,1
想詢問一下有人有這個主題嗎嗎嗎！！,1
殺警犯人都抓到了 不然你們還想怎樣啦 難道國民黨抓的到喔？笑死人,1
南部人，台灣的超人,1
 徵8/28一日旅伴#免費看展,1
求饗饗9/17晚餐兩位換位,1
用多少錢可以疏通政府？五億？,1
IG上的不明影片,1
增加飲水量的辦法,1
阿伯😢,1
請問大便的時候會脫到全裸嗎,1
西班牙南部發現5000年前巨石陣 為歐洲最大規模遺址之一,1
Bump x 館長上 YT 發燒 2！,1
Et這間新聞到底在寫什麼啊？,1
胃口忽大忽小,1
你能接受過期多久的食物？,1
最近執政黨姿態好像放比較低？,1
＃鬼月 今晚我想來點... #印尼三大鬼故事特輯！,1
鄰居：X他媽採訪完說完壞話了才跟我說抓錯人，這下鄰居真的不用當了，偉捷吉下去應該就財富自由了,1
分手一個月 需要見面好好道別嗎,1
腸太郎搥背棒,1
我是不是中文太差,1
買了即期品但吃不下怎麼辦,1
捏爆倉鼠？,1
想問一下大家腸太郎週邊,1
刻意避開家人吃飯,1
科技大樓的輪椅叔叔,1
 #育兒 無證照保姆延托費用？,1
匿名激發我的黑暗面,1
#聊 給老爸的牛仔褲,1
〈攝理教〉真．一載二載半載,1
騙你一起做網拍（？！真假,1
找可以自己出題的網頁,1
有人喜歡這類型的女生嗎？,1
大家對同居的看法,1
netflix 迪士尼+ 揪團社群,1
比原價高賣就是黃牛票嗎？,1
打電話的禮貌,1
關於員警被殺事件,1
殺警案搞出的烏龍誰要出來負責？,1
youtube premium 家庭(跨區) 300/年 ~~幫我填表單喔,1
日本醫學界也有許多關於新冠實驗疫苗的被害報告,1
 獨／高雄水餃嬤孫女出國當月薪百萬秘書 盼警機場攔人,1
吃完早餐會心悸,1
不要全都混在一起講…..,1
支那愚民共慘國,1
為什麼坐在我家外面！,1
問卦 如果台灣加入新加坡,1
用星座看人有多少準確度？,1
這兩天全台灣最衰小的兩個人,1
有人透過麥當勞舉辦生日派對嗎？,1
殺警案那些被報錯姓名的人,1
陳偉捷真的很倒霉🤣🤣,1
關於，領袖,1
幫高調 | 台南殺警嫌上週才逃獄！外役監10年落跑39人　矯正署怕丟臉不敢講,1
熊貓發票,1
問個掛 傻屌真的不硬嗎,1
我想要台大國發所的學店正妹,1
現在早餐漲的比便當誇張是怎樣,1
不是，你倒是照著做啊ಠ_ಠ,1
業績完成後老闆改口不想支薪話可以提告嗎,1
如何和年齡落差巨大的新人同事相處,1
所以現在fb洗板是安怎,1
我朋友常常會偷拍偷錄女生，他這樣是不是生病了，我好擔心,1
有人有方法嗎 目前也遇到一樣情形…賣家都在裝死 先謝過各位了🫠,1
想養狗又不敢養,1
穩到底什麼意思？？？？,1
生日，前男友發文標註我,1
一直叫別人「斷開#%^€+」的人到底在想什麼🤔⋯⋯？,1
給入伍生團同學們思考,1
被學費嚇到,1
和男友同居的支出怎麼算？,1
跟家人價值觀不同心好累,1
剛買的鞋子還沒穿到就不見了,1
你請客，但我幫你省錢喲,1
跟討厭我的人同班怎麼辦,1
算命真的有玄耶,1
自己不夠好不夠努力，就不要怪別人放棄你,1
世界最帥的男人 BTS金南俊👑,1
不是看不起窮人，是看不起你,1
Youbike2.0偶遇清大的小帥哥,1
也許命運的簽只讓我們遇見,1
頭髮剪太短⋯,1
右轉不打方向燈的都給我下地獄😃,1
今天的我很暴躁⋯⋯,1
就算沒有辦法知道別人的心裡在想什麼也沒關係了,1
我痛恨屏東監理站,1
沒錢的無奈,1
經歷過事情變得更了解自己，卻不了解別人,1
我仍然受困緬甸KK園區,1
退追班上同學,1
#在那櫻花樹下#心得,1
總是要有一些能力才會有安全感,1
論算命我只信這個老師,1
我因為重度憂鬱症跟思覺失調（精神分裂）沒工作快三年了,1
對於工作的煩惱,1
台灣移工,1
我今天遇到一個很不爽的事情,1
還是不懂為什麼會被移除,1
該放棄聖母腦女生朋友嗎,1
有沒有人在虎科掉手機呢？,1
無標題,1
感覺讓我有點不太舒服,1
喉嚨異物感,1
好討厭,1
對人生規劃迷茫,1
吃飯啦,1
#急需幫忙😭拜託大家,1
到底是有多怕我,1
Momo刷退進度,1
我像個外人,1
台灣人是不是都喜歡話術來話術去,1
爲什麼男人不想養小孩卻想生小孩🤔,1
不知道怎麼告白,1
勤益二專進修部,1
因為男友劈腿，現在害怕性行為,1
趕時間就吃超商啊😡,1
女生到底是要平權還是要女優社會？,1
為什麼沒有知心朋友,1
好想好好活著,1
大腸癌？,1
這種腿讓我一輩子只敢穿長褲...,1
學生時期沒談過戀愛的人，會後悔嗎？,1
修改警械條例 從自己行動開始,1
過了30歲覺得人生很沒意義,1
咳嗽胸口痛,1
蘋果日報 你們的標題能再更丟臉一點,1
好怕第二次道駕還是沒過,1
鞋子為什麼可以放在走廊？,1
大學住宿問題,1
明明讀了想要的科系 心態卻糟糕到完全不想去學校,1
感覺好累喔！,1
為了別人配合時間？,1
不是我不願意幫你，而是你身邊太多騙子，太讓人心累,1
求解怎麼讓雞掰同事閉嘴🥲,1
🥲建議看醫生真的很過分嘛,1
吃東西到底為什麼會發出聲音？,1
一直被不讀,1
債務更生,1
總是遲到半小時,1
對媽媽很愧疚,1
每個月一次的家庭旅遊,1
爸爸的付出 讓我承擔不起,1
主管這樣當？？,1
性騷擾疑慮,1
素未謀面的親生母親要控告我棄養,1
假如生活在一個純天然的世界,1
那些長輩對信仰讓人無解的迷思,1
再也不會跟情侶出去了,1
勸世文-情侶千千萬萬不要一起買房,1
想讓香氛乾燥花更有質感~內有選手~,1
想分居卻發現懷了第二個孩子,1
不喜歡朋友對我撒嬌==,1
地緣親切感,1
嫉妒朋友的改變,1
剛跟初戀分手，走不出來,1
真的有這麼瞎嗎,1
求完紅線隔天馬上發現第三者,1
想問有沒有類似經驗的～,1
給自己的生日禮物,1
偷看別的女生,1
喜歡胖女孩梨型身材大之馬,1
再怎麼努力都取代不了初戀,1
有沒有人是逃避+焦慮型依附？,1
傳網路上女生的照片給我是什麼意思？？？,1
感覺男友跟朋友在一起比跟自己還像情侶？,1
如何認識其他科系的女生,1
想問工作忙碌的男人們,1
相親,1
男友跟前任關係斷不乾淨,1
被母親催著找對象,1
神明說我的春天要來了,1
剛分手要去聽李權哲嗎,1
 拜託男生們勇敢一點,1
只有我想在20歲隨便結個婚嗎？,1
女友裝單身在跟朋友跟網友要戴森吹風機,1
晚點找對象好像比較好？,1
感情吵架的第三者,1
毀滅式下船,1
該支持男友做職軍嗎？,1
關於女生的穿搭,1
刪除你是否就會忘記你？,1
140天的感情就這樣落幕了,1
這樣是有感情還是只想打砲,1
男友好像不愛了,1
太好會不被珍惜嗎,1
精神病也能談戀愛嗎？,1
我不知道這是不是愛,1
如何讓女友減肥,1
遊戲點數已成為犯罪集團進行詐騙的金流管道，切勿聽信要求前往購買遊戲點數，同時應避免因為好奇、新鮮、刺激，而與不認識的網友進行裸露身體的視訊對話，聊天中如對方以任何理由傳送不明連結、QR Code要求下載、安裝、輸入個人手機號碼或邀請碼等，也請勿輕易點選輸入，以免個資外洩。\n彰化縣警察局和美警察分局，關心您。\n#165全民防騙,1
死🐕迷妹,1
關於挽回女朋友,1
求解暈,1
所有同居情侶都走不出來嗎,1
接受女友跟前男友單獨約嗎😢,1
好糾結⋯⋯,1
情侶應該多久見一次面？,1
分手後還是很想念對方,1
一廂情願的暈船還是別了吧,1
如果有愛無‘’性‘’ ••• 更好？,1
28歲女母胎單身,1
被看到典藏文,1
大家會在意男朋友的前任嗎,1
感覺男友淡了,1
請教天蠍女,1
有出社會後與以前國中同學交往的例子嗎？,1
小心渣渣,1
怎麼追學姊,1
這樣的對話該懷疑嗎？,1
感覺比不過前女友,1
跨國婚仲介紹妓女不是謠言,1
感情和合術經驗分享,1
比對抗疫情還難的是找男友吧？,1
不知道該不該繼續約出去,1
曖昧對象說看到長得很像妳的人,1
閨蜜約砲該說嗎？,1
喜歡對方但卻不想回訊息,1
尋找未來人生隊友(雙北),1
男友只是順便找我,1
對曖昧對象的感覺⋯,1
這是純友誼嗎？,1
怎麼辦我不知道如何是好👀,1
#請益 女友想去直銷健身房當諮詢員,1
wootalk 尋人 護理實習中 8/23,1
尷尬的見面,1
如何調適自己,1
對另一半感到迷茫(文長慎入),1
請問這是什麼交友軟體？,1
被出軌後的心情⋯,1
如何阻止女友管我花錢,1
張先生 你就要 心安理得,1
請問如何修復,1
我是不是不適合交男友？,1
離婚的觀點,1
從深愛到自殺失敗 被騙感情又騙財產 原來我不是唯一的受害者,1
驗出滴蟲感染，要跟炮友說嗎,1
為什麼執著的愛情,1
妳轉身了，我還在,1
有另一半，跟異性朋友保持距離聊天的頻率？,1
男友的態度,1
女人挽留備胎的手段,1
我好想知道男生的想法到底是這樣，為什麼可以分手說我們還可以做朋友。,1
我就是喜歡大奶,1
我以為我們分手了,1
一份路易莎早餐,1
他對我有好感嘛？,1
我就是無聊的人？,1
跟巨蟹男在一起六年 有機會復合？,1
為何生小孩要化妝😒😒,1
臉書怎麼了？,1
全家巧克力口味霜淇淋,1
徵人合用Netflix,1
#問 宅急便寄行李,1
扯,1
鄧紫棋怎麼了嗎？,1
好市多會員卡,1
問卦：各位覺得社會底層的定義是什麼？,1
詢問籤詩,1
大家最常使用哪個購物平台呢?,1
FB壞掉了！怎麼都是轉傳給馮迪索的文章！,1
求解😢😢,1
fb是不是壞了,1
找炮友,1
夜店,1
 交友軟體上請小心此人 Ryan Wu,1
我是不是被盜啊😂,1
打哈欠,1
在臉書留言全世界都看得到,1
復興商工入取標準,1
臉書主頁不斷出現隨機用戶的貼文,1
臉書怪怪的⋯⋯⋯這算被盜嗎？,1
以一己之力對抗各大學校之好棒bump言論風波,1
來猜殺警案會判幾年,1
房子借貸，沒工作還能借嗎,1
臉書被入侵了,1
林襄就是唯一真理，不服來辯,1
臉書怎麼了？？,1
來挑戰大逆風的廢死派,1
LINE的訊息表情,1
Fb,1
那些很討厭 很沒意義的話,1
林襄真香,1
Facebook在搞？,1
有沒有人知道這女生背景是什麼？,1
